OverallQual,GarageCars,TotalBsmtSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice
6.0,3.0,741.0,1.0,8.0,1910.0,2002.0,156960.79
3.0,0.0,245.0,1.0,5.0,1900.0,1950.0,62416.0
6.0,1.0,1022.0,1.0,6.0,1923.0,1950.0,118734.5
5.0,1.0,297.0,2.0,7.0,1930.0,1982.0,117324.1
5.0,1.0,468.0,1.0,6.0,1924.0,1950.0,90813.5
5.0,1.0,960.0,1.0,5.0,1925.0,1999.0,120366.34
5.0,1.0,952.0,2.0,6.0,1938.0,1950.0,122875.5
5.0,5.0,1072.0,1.0,5.0,1925.0,1950.0,127539.25
6.0,2.0,1048.0,2.0,8.0,1915.0,1950.0,186365.3
7.0,1.0,672.0,2.0,8.0,1915.0,1994.0,159368.85
5.0,0.0,1040.0,2.0,11.0,1922.0,1950.0,126967.25
6.0,1.0,720.0,2.0,8.0,1927.0,1950.0,146550.71
6.0,1.0,483.0,1.0,7.0,1915.0,2002.0,118014.5
7.0,0.0,1020.0,2.0,9.0,1902.0,2000.0,219042.87
6.0,1.0,1204.0,1.0,4.0,1927.0,1950.0,128496.0
4.0,0.0,858.0,1.0,5.0,1923.0,1950.0,96979.0
6.0,1.0,698.0,1.0,7.0,1915.0,1965.0,135482.14
4.0,1.0,560.0,1.0,4.0,1946.0,2001.0,85038.16666666669
5.0,0.0,1200.0,3.0,5.0,1987.0,1988.0,165818.4
5.0,1.0,1152.0,2.0,6.0,1978.0,1978.0,154457.9
5.0,1.0,585.0,2.0,6.0,1934.0,1950.0,111146.18
5.0,1.0,1052.0,1.0,6.0,1967.0,1967.0,137873.5
6.0,2.0,456.0,1.0,5.0,1978.0,1978.0,128778.0
5.0,1.0,552.0,2.0,8.0,1961.0,1961.0,123400.29333333333
6.0,2.0,1138.0,1.0,6.0,1960.0,1960.0,166284.0
5.0,1.0,825.0,1.0,9.0,1956.0,1956.0,137300.69
2.0,0.0,0.0,1.0,5.0,1947.0,1950.0,64584.0
4.0,2.0,0.0,1.0,6.0,1954.0,1954.0,108049.23
5.0,1.0,1073.0,1.0,5.0,1956.0,1956.0,132234.75
6.0,1.0,747.0,1.0,6.0,1946.0,1950.0,133632.87
5.0,1.0,1089.0,1.0,5.0,1954.0,1954.0,135287.5
5.0,1.0,1049.0,2.0,5.0,1984.0,1984.0,149116.05
7.0,2.0,1054.0,1.0,4.0,1990.0,1991.0,209727.56
6.0,2.0,520.0,1.0,5.0,1983.0,1983.0,126276.0
7.0,2.0,1079.0,2.0,8.0,1993.0,1994.0,242317.9
5.0,2.0,0.0,1.0,7.0,1880.0,2007.0,114248.24
5.0,2.0,0.0,2.0,8.0,1979.0,1979.0,125899.45
5.0,2.0,0.0,2.0,8.0,1979.0,1979.0,125899.45
5.0,2.0,1094.0,0.0,6.0,1979.0,1979.0,138784.84
5.0,2.0,0.0,2.0,8.0,1979.0,1979.0,125899.45
7.0,4.0,1168.0,4.0,8.0,2000.0,2000.0,242783.16
7.0,4.0,1168.0,4.0,8.0,2000.0,2000.0,242783.16
7.0,4.0,1168.0,4.0,8.0,2000.0,2000.0,242783.16
9.0,3.0,1555.0,1.0,8.0,2009.0,2009.0,359161.75
9.0,3.0,1720.0,2.0,8.0,2008.0,2008.0,353386.1
8.0,3.0,1468.0,2.0,6.0,2008.0,2008.0,293383.08
8.0,2.0,1838.0,2.0,7.0,2007.0,2008.0,287350.72
7.0,2.0,1282.0,2.0,6.0,2007.0,2007.0,191627.57
8.0,3.0,1254.0,2.0,5.0,2008.0,2008.0,272441.27
8.0,3.0,1498.0,2.0,7.0,2005.0,2006.0,266928.91
6.0,2.0,704.0,2.0,7.0,2005.0,2006.0,168806.92
7.0,2.0,1449.0,2.0,7.0,1992.0,1993.0,233090.0
5.0,1.0,990.0,1.0,5.0,1994.0,1994.0,132110.3333333333
7.0,2.0,1463.0,2.0,5.0,1998.0,1998.0,196973.0
6.0,2.0,928.0,2.0,7.0,1998.0,1998.0,200014.0
7.0,2.0,1431.0,2.0,6.0,2002.0,2001.0,188682.96
7.0,2.0,1492.0,2.0,6.0,2001.0,2001.0,213670.7
5.0,1.0,907.0,1.0,5.0,1978.0,1978.0,127717.7
5.0,2.0,914.0,1.0,5.0,1979.0,1979.0,134892.8
7.0,3.0,1569.0,2.0,6.0,2002.0,2002.0,244952.02
8.0,2.0,1068.0,2.0,8.0,2003.0,2003.0,250458.3
7.0,2.0,840.0,2.0,6.0,2002.0,2002.0,206235.0
7.0,2.0,944.0,2.0,6.0,2001.0,2001.0,219347.5
8.0,2.0,1462.0,2.0,5.0,1999.0,2000.0,257309.0
8.0,2.0,1822.0,2.0,7.0,2002.0,2003.0,253172.37
7.0,2.0,1417.0,2.0,7.0,1997.0,1998.0,229563.0
8.0,3.0,1578.0,2.0,7.0,2007.0,2007.0,244662.4
6.0,2.0,608.0,2.0,6.0,2007.0,2007.0,165466.4
4.0,1.0,1014.0,1.0,7.0,1960.0,1971.0,131556.28
6.0,2.0,547.0,1.0,5.0,2005.0,2006.0,148699.5
4.0,1.0,876.0,1.0,5.0,1959.0,1959.0,112463.34
5.0,1.0,1078.0,1.0,6.0,1950.0,1950.0,133836.0
5.0,0.0,1678.0,2.0,10.0,1959.0,1959.0,148278.0
5.0,1.0,1150.0,1.0,7.0,1956.0,1956.0,138262.5
5.0,1.0,720.0,1.0,6.0,1941.0,1950.0,122464.34
5.0,1.0,832.0,1.0,7.0,1938.0,1950.0,125642.5
6.0,1.0,583.0,1.0,6.0,1935.0,1950.0,121958.20666666667
6.0,2.0,816.0,1.0,6.0,1916.0,2000.0,137266.0
7.0,1.0,600.0,1.0,6.0,1918.0,1990.0,148470.08
5.0,2.0,840.0,1.0,6.0,1940.0,1950.0,125967.42
5.0,1.0,1273.0,1.0,5.0,1960.0,1960.0,124646.5
7.0,2.0,920.0,2.0,13.0,1940.0,1950.0,221133.1
5.0,1.0,1112.0,1.0,6.0,1954.0,1954.0,136718.75
6.0,2.0,1561.0,2.0,6.0,1960.0,1960.0,195645.5
5.0,1.0,1067.0,2.0,7.0,1949.0,2005.0,142439.15
6.0,2.0,1310.0,1.0,6.0,1954.0,1954.0,151391.0
6.0,2.0,516.0,1.0,5.0,1980.0,1980.0,124962.0
6.0,2.0,561.0,1.0,5.0,1980.0,1992.0,129412.0
6.0,2.0,561.0,1.0,5.0,1980.0,1980.0,126877.0
6.0,2.0,572.0,2.0,6.0,1986.0,1986.0,167369.96
7.0,2.0,1803.0,2.0,7.0,1971.0,2009.0,257461.84
5.0,2.0,760.0,2.0,11.0,1900.0,1993.0,142201.0
4.0,1.0,572.0,1.0,4.0,1925.0,1950.0,75933.5
8.0,2.0,1596.0,2.0,5.0,2007.0,2008.0,314351.0
2.0,1.0,0.0,1.0,4.0,1910.0,1950.0,62055.0
8.0,3.0,1107.0,2.0,7.0,2000.0,2001.0,249031.44
6.0,1.0,902.0,1.0,5.0,1977.0,1977.0,138505.0
6.0,2.0,957.0,1.0,5.0,1977.0,1977.0,147668.1
5.0,2.0,1582.0,2.0,5.0,1991.0,1991.0,181910.4
9.0,3.0,2190.0,2.0,9.0,2008.0,2008.0,450249.0
9.0,3.0,1641.0,2.0,7.0,2008.0,2008.0,328432.98
6.0,2.0,712.0,2.0,7.0,1980.0,2006.0,174072.05
7.0,2.0,1645.0,2.0,7.0,1987.0,1989.0,242429.5
7.0,2.0,912.0,2.0,9.0,2003.0,2003.0,234163.33
9.0,3.0,1978.0,2.0,7.0,2007.0,2007.0,367829.78
5.0,1.0,1008.0,1.0,6.0,1968.0,1968.0,129954.0
5.0,2.0,1188.0,2.0,7.0,1969.0,2000.0,170301.22
5.0,1.0,796.0,1.0,4.0,1972.0,1972.0,122835.66666666669
6.0,1.0,384.0,1.0,5.0,1993.0,1996.0,116889.0
5.0,2.0,828.0,1.0,5.0,1992.0,1993.0,140813.97333333333
5.0,2.0,624.0,1.0,6.0,1992.0,1992.0,138300.98666666666
5.0,2.0,784.0,1.0,7.0,1969.0,1969.0,136374.4
6.0,2.0,926.0,2.0,7.0,1997.0,1998.0,190293.0
6.0,2.0,680.0,2.0,7.0,1995.0,1996.0,186353.4
6.0,2.0,926.0,2.0,7.0,1998.0,1998.0,194384.0
6.0,2.0,916.0,2.0,7.0,1996.0,1996.0,200385.0
5.0,2.0,1348.0,2.0,7.0,1996.0,1997.0,192402.6
8.0,2.0,1664.0,1.0,6.0,1997.0,1997.0,294611.02
8.0,2.0,1280.0,2.0,5.0,1992.0,1992.0,204112.06
6.0,2.0,932.0,2.0,7.0,1998.0,1998.0,200354.0
6.0,2.0,836.0,2.0,7.0,1991.0,1991.0,180401.0
8.0,2.0,1337.0,2.0,5.0,1989.0,1989.0,195840.0
8.0,3.0,1168.0,3.0,9.0,2005.0,2005.0,323887.49
9.0,3.0,1884.0,2.0,7.0,2004.0,2004.0,322251.36
6.0,2.0,1632.0,1.0,7.0,1952.0,1952.0,190488.86
9.0,2.0,1710.0,2.0,6.0,2007.0,2007.0,295727.55
6.0,2.0,1488.0,2.0,6.0,1950.0,1950.0,196486.0
7.0,2.0,1675.0,2.0,6.0,1988.0,1988.0,239292.5
7.0,2.0,1260.0,2.0,6.0,1983.0,1983.0,200253.39
7.0,2.0,2048.0,2.0,7.0,1978.0,1978.0,235720.0
7.0,2.0,1782.0,2.0,6.0,1979.0,1979.0,248352.87
6.0,2.0,1211.0,2.0,6.0,1976.0,1976.0,179668.32
7.0,2.0,738.0,2.0,7.0,1980.0,1988.0,200204.0
5.0,2.0,720.0,1.0,7.0,1969.0,1969.0,136024.3
7.0,4.0,1420.0,2.0,8.0,1978.0,1978.0,240039.0
6.0,2.0,1444.0,2.0,5.0,1976.0,1976.0,177838.0
8.0,3.0,1236.0,2.0,9.0,1996.0,1996.0,310387.61
5.0,2.0,896.0,2.0,8.0,1974.0,1974.0,146107.0
4.0,1.0,936.0,1.0,4.0,1969.0,1969.0,122096.08
5.0,2.0,864.0,1.0,5.0,1971.0,1971.0,124388.16666666666
6.0,1.0,483.0,1.0,5.0,1973.0,1973.0,97608.0
6.0,1.0,483.0,1.0,5.0,1972.0,1972.0,93701.0
5.0,1.0,630.0,2.0,6.0,1972.0,1972.0,120696.0
6.0,2.0,855.0,2.0,7.0,1975.0,1975.0,161437.0
7.0,2.0,1055.0,2.0,4.0,1977.0,1977.0,150465.66666666663
8.0,3.0,1582.0,2.0,7.0,2007.0,2007.0,246839.66
8.0,3.0,2418.0,2.0,9.0,2007.0,2007.0,382201.92
9.0,3.0,1950.0,2.0,7.0,2007.0,2007.0,362283.62
9.0,3.0,1850.0,2.0,9.0,2006.0,2006.0,350159.52
10.0,4.0,1620.0,2.0,10.0,2005.0,2006.0,413832.85
9.0,3.0,1414.0,2.0,9.0,2005.0,2005.0,327843.68
8.0,3.0,948.0,2.0,10.0,2007.0,2007.0,305173.02
8.0,3.0,1148.0,2.0,9.0,2004.0,2004.0,275531.07
10.0,3.0,2535.0,1.0,7.0,2003.0,2003.0,409329.8
8.0,3.0,1603.0,2.0,7.0,2003.0,2004.0,259027.54
8.0,3.0,1479.0,2.0,10.0,2001.0,2002.0,306178.5
8.0,3.0,1765.0,2.0,9.0,2003.0,2003.0,283983.93
9.0,3.0,1858.0,2.0,7.0,2008.0,2008.0,356038.4
7.0,2.0,1367.0,2.0,6.0,2005.0,2005.0,195506.695
9.0,3.0,1800.0,2.0,6.0,2007.0,2008.0,318641.64
8.0,2.0,1342.0,2.0,6.0,2006.0,2007.0,228579.245
8.0,2.0,1342.0,2.0,6.0,2006.0,2007.0,228579.245
7.0,2.0,764.0,2.0,6.0,2003.0,2004.0,173799.0
7.0,3.0,1415.0,2.0,6.0,2003.0,2003.0,238395.36
7.0,3.0,1393.0,2.0,7.0,2004.0,2004.0,238324.56
7.0,2.0,1146.0,2.0,5.0,2007.0,2008.0,202094.04
6.0,2.0,789.0,2.0,8.0,2004.0,2004.0,184013.4
7.0,2.0,840.0,2.0,7.0,2002.0,2003.0,208955.0
7.0,2.0,847.0,2.0,9.0,2003.0,2003.0,233785.55
7.0,2.0,1350.0,2.0,6.0,2007.0,2008.0,202999.99
7.0,2.0,982.0,2.0,8.0,2000.0,2001.0,225162.0
7.0,2.0,707.0,2.0,6.0,2002.0,2002.0,170269.35
7.0,2.0,1037.0,2.0,8.0,1999.0,2000.0,229660.0
7.0,2.0,831.0,2.0,7.0,1999.0,1999.0,195340.0
8.0,2.0,1173.0,2.0,9.0,1997.0,1997.0,269095.22
9.0,3.0,1519.0,2.0,8.0,2000.0,2000.0,315254.44
8.0,3.0,1982.0,2.0,5.0,1998.0,1998.0,345851.52
7.0,2.0,1064.0,2.0,12.0,1996.0,1997.0,258966.95
8.0,3.0,1242.0,2.0,9.0,1995.0,1995.0,308773.61
7.0,3.0,1080.0,2.0,9.0,1993.0,1994.0,265372.89
7.0,3.0,1578.0,2.0,7.0,2006.0,2006.0,238527.43
8.0,3.0,1341.0,3.0,7.0,2007.0,2007.0,309046.81
8.0,3.0,955.0,2.0,8.0,2007.0,2008.0,262625.07
8.0,2.0,1460.0,2.0,6.0,2006.0,2007.0,261031.01
8.0,2.0,1363.0,2.0,6.0,2007.0,2008.0,242385.78
8.0,3.0,1660.0,2.0,7.0,2007.0,2007.0,294528.4
7.0,2.0,1218.0,2.0,6.0,2007.0,2008.0,200714.4
6.0,2.0,835.0,2.0,7.0,2003.0,2003.0,202112.0
7.0,2.0,835.0,2.0,8.0,2003.0,2004.0,207598.0
6.0,0.0,1175.0,1.0,6.0,2005.0,2006.0,136386.0
7.0,2.0,1162.0,2.0,6.0,2007.0,2007.0,200084.89
6.0,2.0,754.0,2.0,6.0,1995.0,1995.0,179979.0
6.0,2.0,886.0,2.0,7.0,1993.0,1994.0,191317.3333333333
7.0,2.0,832.0,2.0,6.0,1994.0,1995.0,199001.0
6.0,2.0,827.0,2.0,7.0,2001.0,2001.0,202958.0
7.0,2.0,836.0,2.0,7.0,1992.0,1992.0,195606.0
5.0,1.0,984.0,1.0,5.0,1963.0,1963.0,128413.5
5.0,1.0,864.0,1.0,5.0,1961.0,2007.0,128794.16666666669
5.0,1.0,890.0,1.0,5.0,1968.0,1968.0,107969.66666666666
5.0,1.0,864.0,1.0,5.0,1963.0,1963.0,114325.66666666669
6.0,2.0,1430.0,2.0,6.0,1974.0,1974.0,173680.5
5.0,2.0,1001.0,2.0,5.0,1972.0,1972.0,153902.46666666667
6.0,2.0,930.0,2.0,9.0,1990.0,1991.0,210191.5
9.0,2.0,1848.0,2.0,10.0,1993.0,1994.0,426293.59
7.0,2.0,1235.0,2.0,5.0,2004.0,2005.0,183274.08
6.0,2.0,600.0,2.0,5.0,2005.0,2005.0,162134.28333333333
7.0,2.0,689.0,2.0,5.0,2007.0,2007.0,154208.45
6.0,2.0,744.0,2.0,6.0,1999.0,1999.0,177933.0
9.0,2.0,1614.0,2.0,5.0,2000.0,2000.0,287637.0
9.0,2.0,1310.0,1.0,5.0,2001.0,2001.0,257452.16
9.0,2.0,1419.0,1.0,5.0,2001.0,2001.0,274050.61
9.0,2.0,1557.0,2.0,5.0,1999.0,2000.0,284147.0
7.0,2.0,672.0,2.0,5.0,1999.0,2000.0,159705.0
7.0,2.0,858.0,2.0,7.0,2001.0,2001.0,205441.0
8.0,2.0,960.0,2.0,7.0,1999.0,1999.0,231909.3
8.0,2.0,960.0,2.0,7.0,1999.0,2000.0,229674.3
10.0,2.0,970.0,2.0,7.0,1998.0,1999.0,270457.3
8.0,2.0,1230.0,1.0,4.0,1995.0,1995.0,214790.4
9.0,3.0,994.0,2.0,9.0,1977.0,1977.0,373454.77
8.0,2.0,1426.0,3.0,6.0,1976.0,2007.0,305732.6
7.0,2.0,952.0,2.0,7.0,2002.0,2002.0,213200.5
6.0,2.0,1427.0,2.0,7.0,1969.0,1969.0,196837.5
6.0,2.0,1740.0,1.0,8.0,1968.0,1968.0,186950.0
7.0,2.0,1620.0,2.0,8.0,1967.0,1967.0,261541.24
5.0,2.0,1625.0,2.0,8.0,1965.0,1965.0,157993.0
5.0,2.0,732.0,1.0,7.0,1968.0,1968.0,137330.3
5.0,2.0,912.0,1.0,5.0,1965.0,2005.0,135487.0
5.0,2.0,1728.0,2.0,10.0,1965.0,1965.0,147025.0
7.0,2.0,825.0,1.0,7.0,1971.0,1971.0,182401.0
5.0,1.0,0.0,1.0,6.0,1956.0,1956.0,110987.33333333334
5.0,2.0,1114.0,1.0,5.0,1961.0,1961.0,141838.5
5.0,1.0,1118.0,1.0,6.0,1960.0,2000.0,148275.5
4.0,1.0,348.0,1.0,5.0,1937.0,1950.0,79072.33333333333
5.0,2.0,1296.0,2.0,6.0,1960.0,1960.0,154001.32
5.0,1.0,572.0,1.0,7.0,1950.0,2006.0,124948.59
5.0,1.0,1036.0,1.0,5.0,1953.0,1953.0,125347.0
6.0,2.0,1104.0,2.0,9.0,1966.0,1999.0,233315.6
5.0,1.0,1176.0,1.0,6.0,1957.0,1957.0,145123.0
5.0,1.0,1248.0,2.0,7.0,1959.0,1998.0,155109.32
6.0,2.0,1395.0,1.0,5.0,1958.0,1958.0,134747.0
5.0,1.0,1104.0,1.0,5.0,1956.0,1958.0,127535.0
5.0,1.0,720.0,1.0,4.0,1952.0,1952.0,115302.4
5.0,2.0,1152.0,1.0,6.0,1953.0,1953.0,156411.0
5.0,2.0,984.0,1.0,5.0,1953.0,1953.0,128862.0
6.0,2.0,998.0,2.0,6.0,1957.0,1957.0,160244.0
5.0,1.0,0.0,2.0,7.0,1957.0,1982.0,125175.41
5.0,2.0,1824.0,2.0,9.0,1957.0,1957.0,134670.5
4.0,1.0,0.0,1.0,3.0,1948.0,1950.0,80838.83333333333
5.0,1.0,747.0,1.0,5.0,1925.0,1950.0,101944.87
4.0,1.0,672.0,1.0,4.0,1940.0,2005.0,107965.76
5.0,4.0,892.0,1.0,7.0,1922.0,1950.0,141159.42
5.0,2.0,912.0,1.0,5.0,1968.0,1968.0,127182.26666666666
7.0,2.0,1312.0,1.0,6.0,1958.0,2001.0,216693.11
6.0,1.0,1081.0,1.0,5.0,1960.0,1993.0,154760.5
5.0,2.0,876.0,1.0,5.0,1951.0,1951.0,126833.08
5.0,1.0,1256.0,1.0,6.0,1959.0,1959.0,144255.0
5.0,1.0,1027.0,1.0,6.0,1962.0,1962.0,135403.0
6.0,2.0,768.0,2.0,5.0,1948.0,1950.0,167602.73333333334
6.0,1.0,936.0,1.0,4.0,1954.0,1954.0,123367.0
6.0,1.0,854.0,1.0,6.0,1954.0,1954.0,130207.33333333331
5.0,0.0,1800.0,2.0,10.0,1961.0,1961.0,150422.5
5.0,2.0,768.0,1.0,6.0,1955.0,1967.0,127043.32
5.0,1.0,825.0,1.0,4.0,1954.0,1954.0,119130.0
5.0,1.0,1117.0,1.0,6.0,1963.0,1963.0,143413.5
6.0,1.0,192.0,1.0,7.0,2008.0,2008.0,120899.5
5.0,2.0,780.0,1.0,6.0,1948.0,2005.0,136593.71
5.0,1.0,680.0,1.0,6.0,1910.0,2003.0,124825.23
5.0,1.0,672.0,1.0,4.0,1940.0,1950.0,95580.0
6.0,1.0,728.0,1.0,7.0,1915.0,2005.0,151378.5
4.0,0.0,828.0,2.0,9.0,1910.0,1996.0,114764.35
4.0,2.0,801.0,2.0,8.0,1940.0,1985.0,111668.9
5.0,1.0,936.0,1.0,6.0,1920.0,1950.0,98403.5
7.0,0.0,931.0,1.0,5.0,1920.0,2006.0,186646.78
6.0,2.0,884.0,2.0,8.0,1940.0,1950.0,199541.36666666664
5.0,1.0,481.0,1.0,5.0,1910.0,1950.0,90634.87
5.0,0.0,684.0,1.0,5.0,1890.0,1996.0,103664.04
5.0,3.0,904.0,1.0,5.0,1946.0,1950.0,132009.29
2.0,1.0,407.0,1.0,3.0,1946.0,1950.0,66205.5
3.0,0.0,448.0,2.0,6.0,1949.0,1992.0,86990.22333333333
5.0,2.0,797.0,2.0,10.0,1900.0,2006.0,136977.74
7.0,1.0,624.0,1.0,7.0,1920.0,1965.0,146751.5
5.0,1.0,346.0,1.0,5.0,1900.0,2003.0,109383.5
5.0,2.0,973.0,2.0,10.0,1920.0,1960.0,140979.0
5.0,0.0,572.0,1.0,7.0,1905.0,2005.0,119634.50666666665
2.0,2.0,723.0,1.0,5.0,1920.0,1950.0,100388.42
7.0,2.0,1313.0,2.0,10.0,1890.0,1999.0,253695.45
5.0,1.0,984.0,1.0,5.0,1959.0,1959.0,124242.5
4.0,1.0,869.0,1.0,5.0,1958.0,2006.0,122554.32
5.0,1.0,1008.0,1.0,5.0,1928.0,1983.0,125512.84
7.0,1.0,672.0,1.0,8.0,1945.0,1950.0,162833.75
5.0,1.0,1024.0,2.0,6.0,1935.0,1950.0,122117.75
5.0,1.0,672.0,1.0,6.0,1941.0,2006.0,126002.95
6.0,1.0,554.0,1.0,6.0,1900.0,2000.0,118601.58666666668
6.0,1.0,981.0,1.0,6.0,1940.0,1989.0,145144.5
5.0,2.0,949.0,1.0,5.0,1924.0,2003.0,122468.02
6.0,1.0,825.0,2.0,5.0,1937.0,2000.0,142871.0
6.0,1.0,739.0,2.0,7.0,1939.0,1950.0,141994.5
6.0,1.0,992.0,1.0,6.0,1926.0,1950.0,113130.5
5.0,1.0,565.0,1.0,6.0,1920.0,1997.0,116813.83333333331
4.0,1.0,1046.1179698216736,1.0,4.0,1946.0,1950.0,125445.91
4.0,1.0,704.0,1.0,6.0,1929.0,1950.0,121235.0
5.0,1.0,0.0,1.0,6.0,1945.0,1995.0,112849.5
7.0,2.0,989.0,2.0,7.0,1939.0,1950.0,199202.0
5.0,2.0,1100.0,2.0,7.0,1923.0,1950.0,136966.5
6.0,2.0,810.0,2.0,8.0,1915.0,2004.0,204194.1
6.0,1.0,1242.0,2.0,8.0,1910.0,1983.0,152687.04
6.0,1.0,796.0,1.0,7.0,1910.0,1950.0,127295.61
6.0,2.0,768.0,1.0,4.0,1930.0,1950.0,115430.0
6.0,1.0,768.0,1.0,7.0,1952.0,1952.0,152284.0
6.0,2.0,1272.0,2.0,9.0,1938.0,1958.0,215948.0
5.0,2.0,880.0,2.0,6.0,1915.0,1978.0,146153.11
6.0,2.0,1040.0,1.0,5.0,1925.0,1992.0,127469.5
6.0,1.0,768.0,2.0,6.0,1925.0,1950.0,124591.5
5.0,2.0,451.0,1.0,5.0,1912.0,1991.0,119339.0
3.0,0.0,536.0,2.0,8.0,1915.0,1950.0,75173.0
5.0,1.0,1046.0,1.0,6.0,1947.0,1993.0,139837.59
5.0,2.0,981.0,1.0,6.0,1963.0,1963.0,132698.5
6.0,2.0,1008.0,1.0,6.0,1978.0,1978.0,150492.5
5.0,1.0,992.0,1.0,6.0,1967.0,2005.0,140425.5
6.0,2.0,450.0,1.0,6.0,1978.0,1978.0,132697.0
5.0,1.0,1073.0,1.0,6.0,1967.0,1967.0,144182.25
5.0,2.0,1060.0,1.0,5.0,1984.0,1984.0,145899.6
5.0,2.0,1300.0,1.0,6.0,1920.0,1950.0,143616.5
5.0,1.0,960.0,1.0,6.0,1963.0,2003.0,135577.5
6.0,2.0,988.0,1.0,4.0,1956.0,1956.0,134919.1666666667
5.0,2.0,988.0,2.0,7.0,1960.0,1960.0,154108.24666666667
5.0,3.0,576.0,1.0,6.0,1941.0,1973.0,122674.37666666666
5.0,3.0,864.0,1.0,5.0,1970.0,1970.0,126253.5
7.0,2.0,1524.0,2.0,7.0,1979.0,1979.0,241655.0
7.0,1.0,570.0,1.0,5.0,1948.0,1950.0,141238.0
5.0,0.0,1580.0,1.0,5.0,1940.0,2007.0,176041.0
5.0,1.0,1509.0,1.0,6.0,1956.0,1956.0,159627.0
5.0,0.0,864.0,1.0,4.0,1975.0,1975.0,111916.66666666669
6.0,1.0,621.0,1.0,7.0,1962.0,2001.0,144065.67333333334
6.0,2.0,1077.0,2.0,9.0,1995.0,2002.0,222304.25
7.0,2.0,1602.0,2.0,7.0,1994.0,1994.0,237331.0
7.0,2.0,812.0,2.0,9.0,1993.0,1994.0,223258.25
7.0,2.0,672.0,2.0,8.0,1996.0,1996.0,174168.5
7.0,2.0,628.0,2.0,6.0,2007.0,2007.0,165012.22
8.0,3.0,1615.0,2.0,7.0,2007.0,2007.0,269891.25
9.0,3.0,2271.0,2.0,7.0,2008.0,2008.0,439746.81
9.0,3.0,1751.0,2.0,8.0,2008.0,2008.0,354470.1
8.0,3.0,1401.0,2.0,6.0,1995.0,1995.0,289800.21
6.0,2.0,1182.0,2.0,6.0,1966.0,1966.0,172033.3
5.0,2.0,990.0,1.0,5.0,1994.0,1994.0,142162.33333333334
7.0,2.0,1418.0,2.0,5.0,1997.0,1998.0,200611.1
6.0,2.0,864.0,2.0,6.0,1997.0,1997.0,185045.0
7.0,2.0,782.0,2.0,6.0,2000.0,2000.0,191210.0
7.0,2.0,928.0,2.0,6.0,2000.0,2001.0,213463.5
5.0,2.0,864.0,1.0,5.0,1978.0,1978.0,134962.0
5.0,2.0,1076.0,1.0,5.0,1975.0,1975.0,143588.0
5.0,2.0,864.0,2.0,5.0,1975.0,2001.0,152205.46666666667
7.0,2.0,1257.0,2.0,8.0,2001.0,2001.0,228896.9
9.0,3.0,1357.0,2.0,7.0,2001.0,2002.0,295143.23
8.0,3.0,1778.0,2.0,6.0,2002.0,2003.0,247597.71
7.0,2.0,1129.0,2.0,9.0,2003.0,2003.0,261898.36
8.0,2.0,850.0,2.0,7.0,1999.0,2000.0,220705.0
6.0,2.0,848.0,1.0,3.0,2004.0,2004.0,147355.30133477633
6.0,3.0,1838.0,2.0,8.0,1997.0,1998.0,206544.88
7.0,2.0,1445.0,2.0,6.0,2004.0,2004.0,192716.02
7.0,3.0,1564.0,2.0,6.0,2007.0,2007.0,234151.95
7.0,2.0,1351.0,2.0,6.0,2007.0,2007.0,197661.92
5.0,1.0,1092.0,1.0,6.0,1966.0,1966.0,141791.0
5.0,2.0,456.0,1.0,6.0,1976.0,1976.0,128646.64
6.0,2.0,1127.0,1.0,6.0,1976.0,1976.0,161872.0
6.0,2.0,1029.0,1.0,6.0,1977.0,1977.0,152121.5
6.0,2.0,684.0,1.0,6.0,1976.0,2001.0,150710.75
